Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Access Type,Source,EID
"Sheth A., Padhee S., Gyrard A.","57200763252;57206468311;54393153700;","Knowledge Graphs and Knowledge Networks: The Story in Brief",2019,"IEEE Internet Computing","23","4", 8874979,"67","75",,,"10.1109/MIC.2019.2928449","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073874197&doi=10.1109%2fMIC.2019.2928449&partnerID=40&md5=0c19e91c66174d26583118794a80c204","University of South Carolina, United States; Wright State University, United States","Sheth, A., University of South Carolina, United States; Padhee, S., Wright State University, United States; Gyrard, A., University of South Carolina, United States",,,"Institute of Electrical and Electronics Engineers Inc.",10897801,,IICOF,,"English","IEEE Internet Comput",Article,"Final",,Scopus,2-s2.0-85073874197
"Jabko N.","7801568522;","Contested governance: The new repertoire of the Eurozone crisis",2019,"Governance","32","3",,"493","509",,1,"10.1111/gove.12389","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061484230&doi=10.1111%2fgove.12389&partnerID=40&md5=4b47887c924a82b8cec264c2bdc3a749","Johns Hopkins University, United States","Jabko, N., Johns Hopkins University, United States","Jabko, N.; Johns Hopkins UniversityUnited States",,"Blackwell Publishing Ltd",09521895,,,,"English","Governance",Article,"Final",,Scopus,2-s2.0-85061484230
"Denysiuk R., Gonçalves N., de Souza Pinto R., Silva H., Duarte F., Nunes J., Gaspar-Cunha A.","55346440000;35194039600;57210188570;55574123379;7006547078;35327629900;6506838748;","Optimization of injection stretch blow molding: Part I – Defining part thickness profile",2019,"International Polymer Processing","34","3",,"314","323",,,"10.3139/217.3746","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069812881&doi=10.3139%2f217.3746&partnerID=40&md5=47083a6cb88def93f7f45aa66a36c5e6","IPC, Institute for Polymer and Composites, University of Minho, Guimarães, Portugal; PIEP, Innovation in Polymer Engineering, University of Minho, Guimarães, Portugal","Denysiuk, R., IPC, Institute for Polymer and Composites, University of Minho, Guimarães, Portugal; Gonçalves, N., PIEP, Innovation in Polymer Engineering, University of Minho, Guimarães, Portugal; de Souza Pinto, R., IPC, Institute for Polymer and Composites, University of Minho, Guimarães, Portugal; Silva, H., IPC, Institute for Polymer and Composites, University of Minho, Guimarães, Portugal; Duarte, F., IPC, Institute for Polymer and Composites, University of Minho, Guimarães, Portugal; Nunes, J., IPC, Institute for Polymer and Composites, University of Minho, Guimarães, Portugal; Gaspar-Cunha, A., IPC, Institute for Polymer and Composites, University of Minho, Guimarães, Portugal","de Souza Pinto, R.; Institute for Polymer and Composites, University of MinhoPortugal; email: rene@renesp.com.br",,"Carl Hanser Verlag",0930777X,,IPPRE,,"English","Int. Polym. Process.",Article,"Final",,Scopus,2-s2.0-85069812881
"Malhotra K.C., Vasulu T.S.","57213573972;6505920918;","Development of typological classification and its relationship to microdifferentiation in ethnic India",2019,"Journal of Biosciences","44","3", 64,"","",,,"10.1007/s12038-019-9880-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068782276&doi=10.1007%2fs12038-019-9880-8&partnerID=40&md5=6c4a1687fdbca09799170a6c20ed2607","Formerly Professor of Anthropology & Human Genetics, Indian Statistical Institute, Kolkata, India; 1385, Church View Enclave, Sector 29, Noida, 201 301, India; Formerly Associate Professor of Anthropology & Human Genetics, Indian Statistical Institute, Kolkata, India; 25, RM Banerjee Road, Bon Hoogly, Baranagar, Kolkata, 700108, India","Malhotra, K.C., Formerly Professor of Anthropology & Human Genetics, Indian Statistical Institute, Kolkata, India, 1385, Church View Enclave, Sector 29, Noida, 201 301, India; Vasulu, T.S., Formerly Associate Professor of Anthropology & Human Genetics, Indian Statistical Institute, Kolkata, India, 25, RM Banerjee Road, Bon Hoogly, Baranagar, Kolkata, 700108, India","Malhotra, K.C.; Formerly Professor of Anthropology & Human Genetics, Indian Statistical InstituteIndia; email: kcmalhotra2001@hotmail.com",,"Springer",02505991,,JOBSD,"31389353","English","J. Biosci.",Article,"Final",,Scopus,2-s2.0-85068782276
"Wertz A.E.","18435699100;","How Plants Shape the Mind",2019,"Trends in Cognitive Sciences","23","7",,"528","531",,1,"10.1016/j.tics.2019.04.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066296325&doi=10.1016%2fj.tics.2019.04.009&partnerID=40&md5=52d8d736e6ad48c6f46e9ef1953ba448","Max Planck Institute for Human Development, Max Planck Research Group Naturalistic Social Cognition, Lentzeallee 94, Berlin, 14195, Germany","Wertz, A.E., Max Planck Institute for Human Development, Max Planck Research Group Naturalistic Social Cognition, Lentzeallee 94, Berlin, 14195, Germany","Wertz, A.E.; Max Planck Institute for Human Development, Max Planck Research Group Naturalistic Social Cognition, Lentzeallee 94, Germany; email: wertz@mpib-berlin.mpg.de",,"Elsevier Ltd",13646613,,TCSCF,"31160163","English","Trends Cogn. Sci.",Short Survey,"Final",,Scopus,2-s2.0-85066296325
"Boccia Artieri G., Gemini L.","57193227031;57193908979;","Mass media and the web in the light of Luhmann’s media system",2019,"Current Sociology","67","4",,"563","578",,,"10.1177/0011392119837542","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064086747&doi=10.1177%2f0011392119837542&partnerID=40&md5=19dc485458c4a5bc8c07f2aadfb061b4","University of Urbino Carlo Bo, Italy","Boccia Artieri, G., University of Urbino Carlo Bo, Italy; Gemini, L., University of Urbino Carlo Bo, Italy","Boccia Artieri, G.; University of Urbino Carlo BoItaly; email: giovanni.bocciaartieri@uniurb.it",,"SAGE Publications Ltd",00113921,,,,"English","Curr. Sociol.",Article,"Final",,Scopus,2-s2.0-85064086747
"Khan M.A., Milne G.","56132345400;57209798183;","Global Governance, neoliberalism and national responses: The case of Bangladesh’s ready-made garment (RMG) sector",2019,"Development Policy Review","37","S2",,"O230","O247",,,"10.1111/dpr.12383","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068750185&doi=10.1111%2fdpr.12383&partnerID=40&md5=f2354407342325c2466311f9e5a8263d","School of Social Sciences, University of Queensland, Australia","Khan, M.A., School of Social Sciences, University of Queensland, Australia; Milne, G., School of Social Sciences, University of Queensland, Australia","Khan, M.A.; School of Social Sciences, University of QueenslandAustralia; email: adil.khan@uq.edu.au",,"Blackwell Publishing Ltd",09506764,,,,"English","Dev. Policy Rev.",Article,"Final",,Scopus,2-s2.0-85068750185
"Bréchon P.","6603433031;","A trend survey of French values: More personal freedom, more demands in the collective sphere [Les valeurs des francais en tendances plus oe liberté pour soi, plus d'exigences dans la sphére collective]",2019,"Futuribles: Analyse et Prospective","2019-August","431",,"55","71",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069652937&partnerID=40&md5=cb02c01c4c9fc5cc96559ad133c9d481","Science Politique A Sciences Po Grenoble, CNRS, ARVAL, France","Bréchon, P., Science Politique A Sciences Po Grenoble, CNRS, ARVAL, France","Bréchon, P.; Science Politique A Sciences Po Grenoble, CNRS, ARVALFrance",,"Futuribles",0337307X,,,,"French","Futuribles Anal. Prospect.",Article,"Final",,Scopus,2-s2.0-85069652937
"Belyaeva E., Chumarova L., Fakhrutdinov B., Fakhrutdinova A.","57211854609;57211852429;57211269746;55984295600;","From confrontation to a dialogue: The dynamics of relationship between the russian orthodox church and the state (1917-1980)",2019,"Humanities and Social Sciences Reviews","7","4",,"390","393",,,"10.18510/hssr.2019.7451","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075294264&doi=10.18510%2fhssr.2019.7451&partnerID=40&md5=261af9f7b36a0765eaa3e1708756471c","Kazan Federal University, Russian Federation","Belyaeva, E., Kazan Federal University, Russian Federation; Chumarova, L., Kazan Federal University, Russian Federation; Fakhrutdinov, B., Kazan Federal University, Russian Federation; Fakhrutdinova, A., Kazan Federal University, Russian Federation","Belyaeva, E.; Kazan Federal UniversityRussian Federation; email: zhenchum@gmail.com",,"Gyandhara International Academic Publications",23956518,,,,"English","Humanit. Soc. Sci. Rev.",Article,"Final",Open Access,Scopus,2-s2.0-85075294264
"Li Y.-S., Wu D.-F., Liu Y.-Y.","57211300545;55488317500;57211300583;","Hot spots and trends of cultivated land ecological risk evaluation:Visualization analysis based on citespace",2019,"Journal of Agricultural Resources and Environment","36","4", 2095-6819(2019)04-0502-11,"502","512",,1,"10.13254/j.jare.2018.0187","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073331265&doi=10.13254%2fj.jare.2018.0187&partnerID=40&md5=7cb837dfa50f389e409a492994a65fb9","Institute of Land Resources and Urban-Rural Planning, School of Geographical Sciences, Guangzhou University, Guangzhou, 510006, China","Li, Y.-S., Institute of Land Resources and Urban-Rural Planning, School of Geographical Sciences, Guangzhou University, Guangzhou, 510006, China; Wu, D.-F., Institute of Land Resources and Urban-Rural Planning, School of Geographical Sciences, Guangzhou University, Guangzhou, 510006, China; Liu, Y.-Y., Institute of Land Resources and Urban-Rural Planning, School of Geographical Sciences, Guangzhou University, Guangzhou, 510006, China","Wu, D.-F.; Institute of Land Resources and Urban-Rural Planning, School of Geographical Sciences, Guangzhou UniversityChina; email: wudaf2004@163.com",,"Editorial Department of Journal of Agricultural Resources and Environment",20956819,,,,"Chinese","J. Agri. Res. Environ.",Article,"Final",,Scopus,2-s2.0-85073331265
"Bhinder M.A., Sadia H., Mahmood N., Qasim M., Hussain Z., Rashid M.M., Zahoor M.Y., Bhatti R., Shehzad W., Waryah A.M., Jahan S.","36980091000;57195507872;57202469479;35771446700;57210477928;56567400700;56432628900;54416903900;36337133600;14064052200;35483969800;","Consanguinity: A blessing or menace at population level?",2019,"Annals of Human Genetics","83","4",,"214","219",,1,"10.1111/ahg.12308","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063133817&doi=10.1111%2fahg.12308&partnerID=40&md5=5bfcac78b5dd8409ef38c6f750e97102","Department of Human Genetics & Molecular Biology, University of Health Sciences, Lahore, 54600, Pakistan; Balochistan University of Information Technology, Engineering and Management Sciences, Takatu Campus, Quetta, Pakistan; University of Health Sciences, Lahore, 54600, Pakistan; Department of Bioinformatics and Biotechnology, Govt. College University, Faisalabad, Pakistan; Department of Zoology, University of Education, Lahore, Pakistan; Institute of Biochemistry & Biotechnology, University of Veterinary & Animal Sciences, Lahore, Pakistan; National Centre of Excellence in Molecular Biology, Lahore, Pakistan; Molecular Biology & Genetics Department, Medical Research Center, Liaquat University of Medical & Health Sciences, Jamshoro, Pakistan","Bhinder, M.A., Department of Human Genetics & Molecular Biology, University of Health Sciences, Lahore, 54600, Pakistan; Sadia, H., Balochistan University of Information Technology, Engineering and Management Sciences, Takatu Campus, Quetta, Pakistan; Mahmood, N., University of Health Sciences, Lahore, 54600, Pakistan; Qasim, M., Department of Bioinformatics and Biotechnology, Govt. College University, Faisalabad, Pakistan; Hussain, Z., Department of Zoology, University of Education, Lahore, Pakistan; Rashid, M.M., Department of Human Genetics & Molecular Biology, University of Health Sciences, Lahore, 54600, Pakistan; Zahoor, M.Y., Institute of Biochemistry & Biotechnology, University of Veterinary & Animal Sciences, Lahore, Pakistan; Bhatti, R., National Centre of Excellence in Molecular Biology, Lahore, Pakistan; Shehzad, W., Institute of Biochemistry & Biotechnology, University of Veterinary & Animal Sciences, Lahore, Pakistan; Waryah, A.M., Molecular Biology & Genetics Department, Medical Research Center, Liaquat University of Medical & Health Sciences, Jamshoro, Pakistan; Jahan, S., University of Health Sciences, Lahore, 54600, Pakistan","Bhinder, M.A.; Department of Human Genetics & Molecular Biology, University of Health SciencesPakistan; email: munirbhinder@yahoo.com",,"Blackwell Publishing Ltd",00034800,,ANHGA,"30891741","English","Ann. Hum. Genet.",Review,"Final",Open Access,Scopus,2-s2.0-85063133817
"Coen E.","7005980710;","The storytelling arms race: origin of human intelligence and the scientific mind",2019,"Heredity","123","1",,"67","78",,1,"10.1038/s41437-019-0214-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067298618&doi=10.1038%2fs41437-019-0214-2&partnerID=40&md5=f127c5a02bc5e722ed61b37ad76b3e68","Department of Cell and Developmental Biology, John Innes Centre, Colney Lane, Norwich, NR4 7UH, United Kingdom","Coen, E., Department of Cell and Developmental Biology, John Innes Centre, Colney Lane, Norwich, NR4 7UH, United Kingdom","Coen, E.; Department of Cell and Developmental Biology, John Innes Centre, Colney Lane, United Kingdom; email: enrico.coen@jic.ac.uk",,"Nature Publishing Group",0018067X,,HDTYA,"31189903","English","Heredity",Review,"Final",,Scopus,2-s2.0-85067298618
"Zhang C.-C., Zhu H.-H., Chen D.-D., Xu X.-Y., Shi B., Chen X.-P.","55628533917;12140186000;57208300727;57203980925;7402545779;57145086700;","Feasibility study of anchored fiber-optic strain-sensing arrays for monitoring soil deformation beneath model foundation",2019,"Geotechnical Testing Journal","42","4", GTJ20170303,"","",,,"10.1520/GTJ20170321","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064396819&doi=10.1520%2fGTJ20170321&partnerID=40&md5=feb8feedb8be517231aa66763dc7eccc","School of Earth Sciences and Engineering, Nanjing University, 163 Xianlin Ave., Nanjing, Jiangsu, 210023, China; Department of Civil and Environmental Engineering, University of California, Berkeley, CA  94720, United States; MOE Key Laboratory of Disaster Forecast and Control in Engineering, College of Science and Engineering, Jinan University, 601 Huangpu W. Ave., Guangzhou, Guangdong, 510632, China","Zhang, C.-C., School of Earth Sciences and Engineering, Nanjing University, 163 Xianlin Ave., Nanjing, Jiangsu, 210023, China, Department of Civil and Environmental Engineering, University of California, Berkeley, CA  94720, United States; Zhu, H.-H., School of Earth Sciences and Engineering, Nanjing University, 163 Xianlin Ave., Nanjing, Jiangsu, 210023, China; Chen, D.-D., School of Earth Sciences and Engineering, Nanjing University, 163 Xianlin Ave., Nanjing, Jiangsu, 210023, China; Xu, X.-Y., School of Earth Sciences and Engineering, Nanjing University, 163 Xianlin Ave., Nanjing, Jiangsu, 210023, China; Shi, B., School of Earth Sciences and Engineering, Nanjing University, 163 Xianlin Ave., Nanjing, Jiangsu, 210023, China; Chen, X.-P., MOE Key Laboratory of Disaster Forecast and Control in Engineering, College of Science and Engineering, Jinan University, 601 Huangpu W. Ave., Guangzhou, Guangdong, 510632, China","Zhu, H.-H.; School of Earth Sciences and Engineering, Nanjing University, 163 Xianlin Ave., China; email: zhh@nju.edu.cn",,"ASTM International",01496115,,GTJOD,,"English","Geotech. Test. J.",Article,"Final",,Scopus,2-s2.0-85064396819
